"Season","Squad","Comp","Player","Nation","Pos","Age","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","MP","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA_Types","PassDead_SCA_Types","TO_SCA_Types","Sh_SCA_Types","Fld_SCA_Types","Def_SCA_Types","GCA_GCA","GCA90_GCA","PassLive_GCA_Types","PassDead_GCA_Types","TO_GCA_Types","Sh_GCA_Types","Fld_GCA_Types","Def_GCA_Types","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2022-2023","PSV Eindhoven","Eredivisie","Jordan Teze","NED","DF","22",23,2012,22.4,0,3,3,0,0,0,2,0,1.3,1.3,3.4,4.8,45,159,52,0,0.13,0.13,0,0.13,0.06,0.15,0.21,0.06,0.21,NA,22.4,49,35,36,11,2,30,46,65.2,16,34,9,25,23,72,46,0,1397,1667,83.8,24212,8587,642,714,89.9,606,685,88.5,123,196,62.8,3.4,4,-0.4,21,142,30,8,159,0,15,3,20,0.67,0.13,0,0,22.1,0,0,0,0.09,-1.3,-1.3,1667,1479,184,21,4,2,41,163,0,0,0,0,1397,4,28,46,2.05,45,0,0,1,0,0,4,0.18,4,0,0,0,0,0,1860,96,598,985,294,36,1860,9,5,55.6,3,33.3,1036,4446,2577,45,16,1,16,8,1239,52,0,20,9,0,41,35,0,0,0,184,17,8,68
"2022-2023","PSV Eindhoven","Eredivisie","Luuk de Jong","NED","FW","31",23,1744,19.4,14,4,18,13,1,2,3,0,17.1,15.6,2.6,18.2,6,46,117,0.72,0.21,0.93,0.67,0.88,0.89,0.13,1.02,0.8,0.94,NA,19.4,11,7,2,8,1,4,14,28.6,10,9,2,7,3,14,23,0,350,509,68.8,4864,929,194,265,73.2,119,163,73,14,20,70,2.6,3.2,1.4,20,25,11,0,46,14,61,29,47.5,3.15,1.5,0.21,0.45,10,0,1,2,0.26,-3.1,-2.6,509,491,16,1,4,1,3,4,0,0,0,0,350,2,13,50,2.58,41,1,0,4,3,1,8,0.41,6,0,0,2,0,0,727,27,62,313,356,124,725,13,5,38.5,8,61.5,338,1076,319,6,11,5,54,30,572,117,0,14,21,7,3,7,0,0,0,51,105,82,56.1
"2022-2023","PSV Eindhoven","Eredivisie","Jarrad Branthwaite","ENG","DF","20",21,1992,22.1,2,1,3,2,0,0,2,0,1.6,1.6,1.3,2.9,7,80,4,0.09,0.05,0.14,0.09,0.14,0.07,0.06,0.13,0.07,0.13,NA,22.1,23,14,17,6,0,14,23,60.9,9,17,12,5,36,59,96,2,1126,1295,86.9,21506,8857,409,457,89.5,592,657,90.1,109,153,71.2,1.3,0.8,-0.3,7,79,8,0,80,2,18,4,22.2,0.81,0.18,0.11,0.5,12.4,0,0,0,0.09,0.4,0.4,1295,1261,32,25,3,10,2,5,0,0,0,0,1126,2,4,15,0.68,14,0,0,1,0,0,2,0.09,1,0,0,1,0,0,1515,169,679,798,50,24,1515,5,1,20,3,60,839,3757,1941,7,11,1,5,1,956,4,0,12,5,2,2,14,0,0,0,147,62,47,56.9
"2022-2023","PSV Eindhoven","Eredivisie","Armando Obispo","NED","DF","23",21,1718,19.1,2,1,3,2,0,0,1,1,1.4,1.4,0.5,1.9,15,123,6,0.1,0.05,0.16,0.1,0.16,0.07,0.02,0.1,0.07,0.1,NA,19.1,23,14,18,5,0,13,24,54.2,11,17,8,9,39,62,65,3,1146,1344,85.3,22974,8505,385,438,87.9,604,653,92.5,142,219,64.8,0.5,0.6,0.5,5,150,5,0,123,2,18,4,22.2,0.94,0.21,0.11,0.5,11.9,1,0,0,0.08,0.6,0.6,1344,1314,24,22,2,23,1,0,0,0,0,0,1146,6,4,18,0.94,13,0,0,4,0,1,3,0.16,3,0,0,0,0,0,1527,119,637,850,50,25,1527,6,3,50,2,33.3,891,4569,2759,15,12,1,7,2,1029,6,0,10,5,0,1,14,0,0,0,139,54,29,65.1
"2022-2023","PSV Eindhoven","Eredivisie","André Ramalho","BRA","DF","30",20,1832,20.4,0,0,0,0,0,0,2,0,1,1,0.1,1.1,11,78,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,NA,20.4,30,17,16,13,1,15,23,65.2,8,29,17,12,25,55,72,2,1216,1394,87.2,24095,9940,402,445,90.3,667,709,94.1,137,213,64.3,0.1,0.3,-0.1,3,75,1,0,78,0,14,2,14.3,0.69,0.1,0,0,14.1,0,0,0,0.07,-1,-1,1394,1359,34,28,0,8,2,6,0,0,0,0,1216,1,6,15,0.74,13,1,0,1,0,0,1,0.05,1,0,0,0,0,0,1598,147,734,824,50,13,1598,1,0,0,1,100,937,4783,2935,11,10,0,8,1,1068,0,0,18,10,1,2,17,0,0,0,139,56,42,57.1
"2022-2023","PSV Eindhoven","Eredivisie","Guus Til","NED","MF,FW","24",19,1756,19.5,9,3,12,9,0,0,4,0,9.2,9.2,3.4,12.6,37,71,109,0.46,0.15,0.62,0.46,0.62,0.47,0.17,0.65,0.47,0.65,NA,19.5,36,21,12,21,3,11,26,42.3,15,28,3,25,12,48,14,0,432,564,76.6,5943,1617,254,300,84.7,139,168,82.7,14,33,42.4,3.4,3.1,-0.4,23,47,18,5,71,9,50,20,40,2.56,1.03,0.18,0.45,11.5,0,0,0,0.18,-0.2,-0.2,564,558,3,0,1,1,20,2,0,0,0,0,432,3,24,59,3.02,50,0,0,6,3,0,9,0.46,7,0,0,1,1,0,798,18,98,385,321,100,798,22,6,27.3,14,63.6,434,2209,1076,37,18,11,40,27,550,109,0,30,19,0,20,21,1,1,0,87,19,28,40.4
"2022-2023","PSV Eindhoven","Eredivisie","Phillipp Mwene","AUT","DF","28",19,1691,18.8,0,1,1,0,0,0,1,0,0.7,0.7,1.6,2.3,41,56,100,0,0.05,0.05,0,0.05,0.04,0.08,0.12,0.04,0.12,NA,18.8,42,32,22,19,1,25,41,61,16,23,2,21,10,52,37,0,904,1107,81.7,14161,4363,478,516,92.6,341,420,81.2,60,106,56.6,1.6,2.1,-0.6,17,48,12,8,56,0,11,3,27.3,0.59,0.16,0,0,19.8,0,0,0,0.07,-0.7,-0.7,1107,900,207,12,1,0,53,195,0,0,0,0,904,0,34,40,2.13,34,0,0,4,1,1,2,0.11,1,0,0,1,0,0,1285,40,350,569,374,28,1285,21,8,38.1,11,52.4,653,3581,1571,41,24,6,25,6,745,100,0,17,8,1,53,32,0,0,0,113,15,23,39.5
"2022-2023","PSV Eindhoven","Eredivisie","Johan Bakayoko","BEL","FW","19",17,1373,15.3,5,5,10,5,0,0,4,0,3.8,3.8,3.5,7.3,102,45,240,0.33,0.33,0.66,0.33,0.66,0.25,0.23,0.48,0.25,0.48,NA,15.3,35,20,7,17,11,8,25,32,17,19,0,19,8,43,6,0,523,674,77.6,6458,1472,369,413,89.3,114,160,71.3,9,33,27.3,3.5,4.4,1.5,26,20,35,11,45,5,45,19,42.2,2.95,1.25,0.11,0.26,18.5,0,0,0,0.08,1.2,1.2,674,654,19,0,0,2,62,13,5,2,0,0,523,1,21,74,4.85,57,3,8,4,1,1,13,0.85,10,0,1,2,0,0,897,10,84,282,548,91,897,76,45,59.2,26,34.2,592,4190,2589,102,47,46,42,27,672,240,0,16,9,2,62,20,0,0,0,83,13,14,48.1
"2022-2023","PSV Eindhoven","Eredivisie","Cody Gakpo","NED","FW","23",14,1122,12.5,9,12,21,7,2,2,0,0,6.3,4.7,6.8,11.5,53,50,147,0.72,0.96,1.68,0.56,1.52,0.51,0.54,1.05,0.38,0.93,NA,12.5,13,10,3,7,3,5,12,41.7,7,7,1,6,8,21,3,0,341,510,66.9,5767,2278,168,207,81.2,104,147,70.7,51,116,44,6.8,7.2,5.2,59,26,31,16,50,9,49,24,49,3.93,1.93,0.14,0.29,16.1,2,2,2,0.1,2.7,2.3,510,391,118,19,5,0,134,13,84,35,44,1,341,1,6,101,8.1,39,34,9,11,8,0,17,1.36,10,4,2,1,0,0,702,9,41,209,462,79,700,62,26,41.9,25,40.3,413,2753,1335,53,31,30,39,18,476,147,0,9,29,13,134,10,0,0,0,48,15,17,46.9
"2022-2023","PSV Eindhoven","Eredivisie","Erick Gutiérrez","MEX","MF","27",13,1462,16.2,2,2,4,2,0,0,4,0,1.4,1.4,1.4,2.8,12,94,8,0.12,0.12,0.25,0.12,0.25,0.09,0.08,0.17,0.09,0.17,NA,16.2,50,29,29,19,2,23,51,45.1,28,22,7,15,25,75,11,0,843,985,85.6,14665,4148,385,421,91.4,353,398,88.7,79,113,69.9,1.4,1.8,0.6,11,92,7,0,94,2,18,6,33.3,1.11,0.37,0.11,0.33,15.8,0,0,0,0.08,0.6,0.6,985,954,29,28,3,6,4,1,0,0,0,0,843,2,9,28,1.72,27,0,0,1,0,0,3,0.18,2,0,0,1,0,0,1177,39,251,786,148,19,1177,7,4,57.1,2,28.6,607,2618,1017,12,14,1,16,7,732,8,0,26,14,1,4,29,0,0,0,124,35,32,52.2
"2022-2023","PSV Eindhoven","Eredivisie","Patrick van Aanholt","NED","DF","31",13,1177,13.1,1,2,3,1,0,0,1,0,0.4,0.4,2.9,3.4,26,57,69,0.08,0.15,0.23,0.08,0.23,0.03,0.22,0.26,0.03,0.26,NA,13.1,26,15,12,11,3,12,29,41.4,17,9,0,9,17,43,17,0,582,705,82.6,8846,2876,311,345,90.1,214,253,84.6,37,60,61.7,2.9,2.9,-0.9,17,33,10,2,57,1,11,4,36.4,0.84,0.31,0.09,0.25,21.9,0,0,0,0.04,0.6,0.6,705,598,107,12,0,1,23,95,0,0,0,0,582,0,19,36,2.75,29,5,1,1,0,0,7,0.54,7,0,0,0,0,0,814,29,228,351,240,33,814,10,4,40,5,50,398,1669,849,26,18,6,12,5,481,69,0,5,0,2,23,15,0,0,0,97,8,4,66.7
"2022-2023","PSV Eindhoven","Eredivisie","Anwar El Ghazi","NED","FW","27",12,1182,13.1,8,0,8,8,0,0,4,1,4.6,4.6,2.6,7.2,41,43,138,0.61,0,0.61,0.61,0.61,0.35,0.2,0.55,0.35,0.55,NA,13.1,11,7,1,4,6,6,11,54.5,5,8,2,6,4,15,5,0,330,496,66.5,5010,1423,187,231,81,96,136,70.6,28,64,43.8,2.6,2.3,-2.6,13,22,15,4,43,8,39,15,38.5,2.97,1.14,0.21,0.53,16,4,0,0,0.12,3.4,3.4,496,456,36,8,0,3,73,10,16,4,7,0,330,4,21,30,2.28,14,6,1,3,5,1,0,0,0,0,0,0,0,0,661,5,56,238,372,67,661,55,23,41.8,28,50.9,374,2329,1124,41,25,16,35,14,507,138,1,10,15,8,73,7,1,0,0,53,23,17,57.5
"2022-2023","PSV Eindhoven","Eredivisie","Philipp Max","GER","DF","28",12,1019,11.3,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2.1,37,39,84,0,0.18,0.18,0,0.18,0.02,0.16,0.19,0.02,0.19,NA,11.3,19,14,7,8,4,10,21,47.6,11,7,0,7,7,26,9,1,552,659,83.8,8209,2469,306,335,91.3,191,222,86,32,61,52.5,1.8,2,0.2,17,39,8,4,39,0,4,1,25,0.35,0.09,0,0,15.9,1,0,0,0.07,-0.3,-0.3,659,549,109,14,0,2,42,94,1,0,1,0,552,1,10,32,2.83,28,2,1,1,0,0,3,0.27,2,0,0,1,0,0,726,19,172,339,221,16,726,8,2,25,4,50,411,2134,1242,37,26,5,6,3,461,84,0,9,6,0,42,14,0,0,0,68,6,1,85.7
"2022-2023","PSV Eindhoven","Eredivisie","Fábio Silva","POR","FW","20",5,607,6.7,4,1,5,3,1,1,3,0,4,3.2,1.4,4.6,13,8,63,0.59,0.15,0.74,0.44,0.59,0.6,0.2,0.8,0.48,0.68,NA,6.7,3,1,1,1,1,0,11,0,11,4,1,3,1,4,5,0,137,199,68.8,1741,269,83,106,78.3,33,49,67.3,7,10,70,1.4,1.8,-0.4,14,7,4,0,8,4,18,11,61.1,2.67,1.63,0.17,0.27,11.9,0,1,1,0.18,0,-0.2,199,192,6,0,2,1,6,1,0,0,0,0,137,1,13,29,4.3,23,0,2,4,0,0,4,0.59,2,0,0,2,0,0,288,3,27,111,158,61,287,27,11,40.7,14,51.9,168,948,429,13,15,5,17,11,234,63,0,14,8,3,6,1,0,0,0,23,11,11,50
"2022-2023","PSV Eindhoven","Eredivisie","Ismael Saibari","MAR","FW","21",5,417,4.6,0,2,2,0,0,0,0,0,2.2,2.2,1.5,3.7,25,29,61,0,0.43,0.43,0,0.43,0.48,0.33,0.81,0.48,0.81,NA,4.6,15,7,7,7,1,7,11,63.6,4,4,0,4,6,21,3,0,180,219,82.2,2549,655,106,123,86.2,54,60,90,10,14,71.4,1.5,1.6,0.5,11,12,17,2,29,0,18,6,33.3,3.88,1.29,0,0,16.4,0,0,0,0.12,-2.2,-2.2,219,210,9,1,2,1,5,6,0,0,0,0,180,0,6,26,5.63,19,0,2,5,0,0,2,0.43,1,0,0,1,0,0,302,4,43,111,150,37,302,21,8,38.1,10,47.6,198,1195,645,25,10,12,14,11,212,61,0,4,2,4,5,7,0,0,0,36,2,4,33.3
"2022-2023","PSV Eindhoven","Eredivisie","Mauro Júnior","BRA","DF,MF","23",3,272,3,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.5,8,11,13,0,0,0,0,0,0.07,0.08,0.15,0.07,0.15,NA,3,5,3,4,0,1,3,6,50,3,3,1,2,5,10,11,0,132,165,80,1981,474,74,82,90.2,53,63,84.1,3,11,27.3,0.2,0.4,-0.2,2,9,1,1,11,0,3,1,33.3,0.99,0.33,0,0,22.8,0,0,0,0.07,-0.2,-0.2,165,144,19,2,0,0,9,14,3,0,2,0,132,2,4,12,3.97,11,0,1,0,0,0,2,0.66,1,0,1,0,0,0,206,13,51,94,65,6,206,9,5,55.6,3,33.3,128,584,330,8,5,2,1,4,125,13,0,2,5,0,9,3,0,0,0,33,2,2,50
"2022-2023","PSV Eindhoven","Eredivisie","Noni Madueke","ENG","FW,MF","20",2,279,3.1,1,0,1,1,0,0,2,0,2.4,2.4,2.5,4.9,36,27,59,0.32,0,0.32,0.32,0.32,0.78,0.8,1.59,0.78,1.59,NA,3.1,12,4,8,2,2,3,5,60,2,4,0,4,0,12,0,0,95,126,75.4,1458,597,55,66,83.3,34,47,72.3,5,11,45.5,2.5,3.1,-2.5,13,10,18,6,27,1,17,6,35.3,5.48,1.94,0.06,0.17,13.5,0,0,0,0.14,-1.4,-1.4,126,122,4,0,0,0,20,3,1,1,0,0,95,0,1,31,9.96,26,0,3,1,1,0,3,0.96,3,0,0,0,0,0,184,1,18,45,125,37,184,28,11,39.3,11,39.3,136,1213,799,36,15,18,11,3,143,59,0,2,3,0,20,4,0,0,0,13,1,1,50
"2022-2023","PSV Eindhoven","Eredivisie","Olivier Boscagli","FRA","DF","24",2,219,2.4,1,1,2,1,0,0,0,0,0.8,0.8,0.4,1.1,2,16,0,0.41,0.41,0.82,0.41,0.82,0.32,0.15,0.47,0.32,0.47,NA,2.4,0,0,0,0,0,0,3,0,3,0,0,0,6,6,4,0,139,165,84.2,2977,1083,46,50,92,68,72,94.4,22,40,55,0.4,0.1,0.6,1,13,3,1,16,1,1,1,100,0.41,0.41,1,1,3.4,0,0,0,0.77,0.2,0.2,165,164,1,1,0,3,1,0,0,0,0,0,139,0,0,4,1.64,4,0,0,0,0,0,2,0.82,2,0,0,0,0,0,183,8,66,109,8,2,183,0,0,NA,0,NA,109,475,288,2,1,0,1,0,132,0,0,3,1,0,1,0,0,0,0,18,2,4,33.3
"2022-2023","PSV Eindhoven","Eredivisie","Ki-Jana Hoever","NED","DF","20",2,211,2.3,0,2,2,0,0,0,0,0,0.5,0.5,1.2,1.7,7,17,21,0,0.85,0.85,0,0.85,0.2,0.53,0.73,0.2,0.73,NA,2.3,7,6,5,2,0,5,7,71.4,2,3,1,2,4,11,4,0,141,172,82,2412,794,72,78,92.3,53,63,84.1,15,19,78.9,1.2,1.4,0.8,5,17,4,3,17,0,4,0,0,1.71,0,0,NA,8.5,0,0,0,0.12,-0.5,-0.5,172,147,25,0,0,1,6,25,0,0,0,0,141,0,10,9,3.82,7,0,2,0,0,0,2,0.85,2,0,0,0,0,0,211,5,43,108,62,12,211,12,7,58.3,5,41.7,114,504,336,7,2,0,4,1,134,21,0,2,4,0,6,6,0,0,0,17,1,1,50
"2022-2023","PSV Eindhoven","Eredivisie","Thorgan Hazard","BEL","FW,MF","29",1,243,2.7,1,0,1,1,0,0,1,0,0.3,0.3,0.9,1.1,10,7,24,0.37,0,0.37,0.37,0.37,0.11,0.32,0.42,0.11,0.42,NA,2.7,7,4,5,2,0,4,15,26.7,11,5,0,5,0,7,7,0,112,141,79.4,1552,396,64,72,88.9,37,46,80.4,3,6,50,0.9,0.6,-0.9,7,8,2,1,7,1,5,2,40,1.85,0.74,0.2,0.5,21,0,0,0,0.06,0.7,0.7,141,133,7,1,0,1,7,4,2,1,0,0,112,1,4,9,3.32,8,1,0,0,0,0,0,0,0,0,0,0,0,0,176,8,35,56,87,13,176,9,7,77.8,1,11.1,97,595,360,10,2,3,4,5,114,24,0,3,1,0,7,4,0,0,0,18,2,5,28.6
"2022-2023","PSV Eindhoven","Eredivisie","Fredrik Oppegard","NOR","DF","19",1,157,1.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,9,3,17,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,NA,1.7,4,2,2,2,0,3,4,75,1,1,0,1,2,6,2,0,94,113,83.2,1289,290,57,62,91.9,29,35,82.9,3,7,42.9,0.1,0.1,-0.1,1,1,1,1,3,0,1,0,0,0.57,0,0,NA,15.6,0,0,0,0.04,0,0,113,97,16,1,0,0,8,15,0,0,0,0,94,0,2,3,1.71,1,1,0,0,1,0,0,0,0,0,0,0,0,0,132,5,29,59,45,8,132,8,5,62.5,1,12.5,64,352,231,9,1,1,1,2,85,17,0,2,3,0,8,2,0,0,0,8,2,1,66.7
"2022-2023","PSV Eindhoven","Eredivisie","Yorbe Vertessen","BEL","FW,MF","21",1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4,5,16,0,0,0,0,0,0.2,0.23,0.43,0.2,0.43,NA,1.7,4,2,2,2,0,0,0,NA,0,2,0,2,0,4,0,0,27,41,65.9,377,106,16,22,72.7,7,10,70,2,2,100,0.4,0.4,-0.4,3,5,4,0,5,0,3,3,100,1.75,1.75,0,0,12.2,0,0,0,0.11,-0.3,-0.3,41,40,1,0,0,0,1,0,0,0,0,0,27,0,1,6,3.53,5,0,0,0,1,0,1,0.59,1,0,0,0,0,0,68,0,5,28,36,14,68,7,1,14.3,3,42.9,43,233,112,4,2,1,7,5,51,16,0,2,2,1,1,2,0,0,0,6,3,2,60
"2022-2023","PSV Eindhoven","Eredivisie","Richy Ledezma","USA","MF","21",1,133,1.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,7,1,0,0,0,0,0,0,0.04,0.04,0,0.04,NA,1.5,2,1,0,1,1,2,2,100,0,1,0,1,2,4,3,0,89,101,88.1,1452,283,56,61,91.8,22,24,91.7,10,13,76.9,0.1,0.1,-0.1,2,13,1,0,7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,101,98,3,1,0,0,2,0,2,0,1,0,89,0,0,3,2.03,2,0,1,0,0,0,0,0,0,0,0,0,0,0,112,5,17,72,25,0,112,4,3,75,0,0,68,387,177,3,3,0,1,1,86,1,0,5,5,0,2,1,0,0,0,9,1,0,100
"2022-2023","PSV Eindhoven","Eredivisie","Sávio","BRA","FW,MF","18",0,100,1.1,0,2,2,0,0,0,0,0,0,0,1.4,1.4,6,7,19,0,1.8,1.8,0,1.8,0.03,1.23,1.26,0.03,1.26,NA,1.1,4,0,1,3,0,2,4,50,2,3,1,2,0,4,0,0,38,52,73.1,745,244,19,25,76,9,12,75,8,12,66.7,1.4,0.3,0.6,4,3,3,1,7,0,1,0,0,0.9,0,0,NA,21.1,0,0,0,0.04,0,0,52,48,4,0,0,1,5,1,3,1,2,0,38,0,1,7,6.3,4,1,2,0,0,0,4,3.6,2,0,2,0,0,0,85,2,16,33,39,9,85,13,7,53.8,5,38.5,51,473,274,6,6,5,6,6,61,19,0,2,2,0,5,0,0,0,0,7,0,1,0
"2022-2023","PSV Eindhoven","Eredivisie","Carlos Vinícius","BRA","FW","27",0,45,0.5,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,1,3,3,0,0,0,0,0,1.37,0.98,2.35,1.37,2.35,NA,0.5,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,9,12,75,135,59,3,5,60,5,5,100,0,0,NA,0.5,0.5,-0.5,2,0,2,0,3,0,1,0,0,2,0,0,NA,4.1,0,0,0,0.69,-0.7,-0.7,12,11,1,0,1,0,0,0,0,0,0,0,9,0,1,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,7,10,2,18,0,0,NA,0,NA,8,82,27,1,2,0,1,2,14,3,0,0,1,0,0,1,0,0,0,2,0,2,0
"2022-2023","PSV Eindhoven","Eredivisie","Fodé Fofana","NED","FW","19",0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,NA,0.2,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,2,4,50,23,6,2,3,66.7,0,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,1,6,2,1,50,1,50,3,30,23,1,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"2022-2023","PSV Eindhoven","Eredivisie","Marco van Ginkel","NED","DF","29",0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,2,100,13,8,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,3,0,0,NA,0,NA,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"2022-2023","Ajax","Eredivisie","Jurriën Timber","NED","DF","21",34,3029,33.7,2,2,4,2,0,0,3,0,4.9,4.9,0.8,5.7,80,290,42,0.06,0.06,0.12,0.06,0.12,0.15,0.02,0.17,0.15,0.17,34,33.7,47,34,26,15,6,20,27,74.1,7,23,13,10,42,89,67,1,2517,2748,91.6,43762,14803,1014,1093,92.8,1343,1409,95.3,126,196,64.3,0.8,3,1.2,14,329,35,1,290,2,29,9,31,0.86,0.27,0.07,0.22,9.9,0,0,0,0.17,-2.9,-2.9,2748,2661,85,63,4,1,4,16,0,0,0,0,2517,2,7,58,1.72,47,2,1,4,2,2,11,0.33,9,0,0,2,0,0,3050,190,912,1800,364,57,3050,38,19,50,15,39.5,2121,11689,7439,80,67,5,29,19,2344,42,0,36,21,0,4,34,0,0,0,199,45,50,47.4
"2022-2023","Ajax","Eredivisie","Dušan Tadić","SRB","FW,MF","33",34,2964,32.9,11,17,28,7,4,4,3,0,9.3,6.1,19.6,25.7,97,250,585,0.33,0.52,0.85,0.21,0.73,0.28,0.59,0.88,0.19,0.78,34,32.9,26,14,8,10,8,12,20,60,8,32,4,28,7,33,21,0,1320,1904,69.3,21845,7519,712,841,84.7,399,571,69.9,156,306,51,19.6,23.7,-2.6,163,87,138,34,250,11,42,15,35.7,1.28,0.46,0.17,0.47,17.8,8,4,4,0.15,1.7,0.9,1904,1603,289,49,17,2,337,47,168,41,102,0,1320,12,81,250,7.59,166,72,3,5,3,1,23,0.7,17,5,0,0,1,0,2194,22,121,536,1549,292,2190,54,23,42.6,22,40.7,1321,6068,2602,97,58,27,71,74,1614,585,0,26,38,14,337,14,0,0,0,105,13,20,39.4
"2022-2023","Ajax","Eredivisie","Edson Álvarez","MEX","MF,DF","24",30,2586,28.7,3,3,6,3,0,0,10,0,3.4,3.4,4.2,7.6,73,223,22,0.1,0.1,0.21,0.1,0.21,0.12,0.15,0.26,0.12,0.26,31,28.7,71,40,40,26,5,44,72,61.1,28,36,13,23,36,107,76,1,2138,2411,88.7,37145,12004,880,968,90.9,1069,1160,92.2,147,205,71.7,4.2,4,-1.2,28,218,24,1,223,3,63,18,28.6,2.19,0.63,0.05,0.17,15.1,0,0,0,0.05,-0.4,-0.4,2411,2365,42,32,6,13,2,9,0,0,0,0,2138,4,11,58,2.02,47,0,1,8,2,0,8,0.28,6,0,0,2,0,0,2811,188,864,1582,394,86,2811,39,18,46.2,18,46.2,1792,11565,6327,73,60,0,26,21,1943,22,0,34,14,3,2,40,0,0,0,264,97,73,57.1
