"Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA_Types","PassDead_SCA_Types","TO_SCA_Types","Sh_SCA_Types","Fld_SCA_Types","Def_SCA_Types","GCA_GCA","GCA90_GCA","PassLive_GCA_Types","PassDead_GCA_Types","TO_GCA_Types","Sh_GCA_Types","Fld_GCA_Types","Def_GCA_Types","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2022-2023","Arouca","Primeira Liga","Moses Yaw","GHA","MF","23",NA,2,311,3.5,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0,10,0,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08,3.5,6,4,2,4,0,4,12,33.3,8,3,1,2,7,13,9,0,106,143,74.1,2155,791,40,49,81.6,50,60,83.3,14,26,53.8,0.2,0,-0.2,1,11,0,0,10,0,1,1,100,0.29,0.29,0,0,33,0,0,0,0.02,0,0,143,136,5,5,0,4,0,0,0,0,0,0,106,2,3,2,0.58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,173,13,76,86,11,2,173,2,2,100,0,0,83,290,114,0,2,0,2,0,104,0,0,6,1,0,0,4,0,0,0,19,5,3,62.5
"2022-2023","Arouca","Primeira Liga","Vitinho","BRA","MF,FW","22",NA,2,245,2.7,0,2,2,0,0,0,1,0,0.2,0.2,1,1.2,5,11,25,0,0.73,0.73,0,0.73,0.07,0.38,0.45,0.07,0.45,2.7,3,1,1,0,2,0,2,0,2,3,0,3,4,7,4,0,59,92,64.1,987,456,27,35,77.1,19,25,76,8,21,38.1,1,0.7,1,12,5,5,3,11,0,6,2,33.3,2.2,0.73,0,0,27.6,2,0,0,0.03,-0.2,-0.2,92,81,10,6,0,1,16,1,3,0,3,0,59,1,3,13,4.8,8,4,0,0,1,0,2,0.74,2,0,0,0,0,0,127,6,20,43,66,8,127,6,1,16.7,4,66.7,63,310,154,5,7,1,6,1,74,25,0,2,4,2,16,1,0,0,0,18,6,5,54.5
"2022-2023","Arouca","Primeira Liga","Benji Michel","USA","FW","24",NA,1,282,3.1,1,1,2,1,0,0,0,0,0.4,0.4,1,1.5,4,4,22,0.32,0.32,0.64,0.32,0.64,0.14,0.33,0.47,0.14,0.47,3.1,1,1,0,1,0,0,1,0,1,2,0,2,1,2,10,0,57,84,67.9,852,207,32,42,76.2,21,29,72.4,3,5,60,1,0.2,0,2,4,0,0,4,1,4,1,25,1.28,0.32,0.25,1,10.8,0,0,0,0.11,0.6,0.6,84,79,4,0,1,0,1,1,0,0,0,0,57,1,3,5,1.61,3,0,0,0,2,0,3,0.97,1,0,0,0,2,0,135,11,25,58,55,7,135,12,7,58.3,4,33.3,68,413,160,4,5,0,16,6,95,22,0,0,4,4,1,1,2,0,0,13,16,20,44.4
"2022-2023","Arouca","Primeira Liga","Rafael Fernandes","POR","DF,FW","20",NA,1,135,1.5,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,1,6,0,0,0,0,0,0,0.24,0,0.24,0.24,0.24,1.5,2,2,1,1,0,1,1,100,0,2,2,0,3,5,6,0,52,55,94.5,875,430,23,23,100,28,31,90.3,1,1,100,0,0,0,0,0,0,0,6,0,2,1,50,1.33,0.67,0,0,6.5,0,0,0,0.18,-0.4,-0.4,55,54,1,1,0,0,0,0,0,0,0,0,52,0,0,1,0.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,17,52,19,2,2,72,0,0,NA,0,NA,44,186,83,1,0,0,1,0,41,0,0,2,0,0,0,2,0,0,0,8,5,3,62.5
"2022-2023","Arouca","Primeira Liga","Weverson","BRA","DF,FW","22",NA,1,71,0.8,0,0,0,0,0,0,1,0,0,0,0.2,0.2,3,2,4,0,0,0,0,0,0,0.23,0.23,0,0.23,0.8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,29,39,74.4,485,168,17,20,85,9,12,75,3,4,75,0.2,0,-0.2,1,3,1,1,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,39,35,4,0,0,0,2,4,0,0,0,0,29,0,1,1,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,10,22,14,0,46,1,0,0,1,100,27,130,60,3,1,0,1,1,31,4,0,1,2,1,2,0,0,0,0,3,1,2,33.3
"2022-2023","Arouca","Primeira Liga","Bruninho","BRA","FW","23",NA,0,225,2.5,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,5,4,15,0.4,0,0.4,0.4,0.4,0.51,0.04,0.54,0.51,0.54,2.5,6,2,1,5,0,3,7,42.9,4,6,0,6,4,10,1,0,49,78,62.8,671,72,34,43,79.1,12,22,54.5,2,7,28.6,0.1,0,-0.1,2,2,0,0,4,1,14,3,21.4,5.6,1.2,0.07,0.33,13.9,0,0,0,0.09,-0.3,-0.3,78,72,6,0,0,1,1,1,0,0,0,0,49,0,2,7,2.76,3,0,0,2,2,0,0,0,0,0,0,0,0,0,138,1,11,65,64,20,138,9,3,33.3,5,55.6,61,328,134,5,5,2,14,9,91,15,0,10,6,6,1,2,0,0,0,11,16,22,42.1
"2022-2023","Arouca","Primeira Liga","Yusuf Lawal","NGA","MF,FW","24",NA,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0,0,0.05,0.05,0,0.05,0.9,5,4,2,2,1,1,3,33.3,2,1,1,0,0,5,2,0,27,35,77.1,391,79,16,18,88.9,9,13,69.2,1,3,33.3,0,0.1,0,1,1,3,1,4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,35,35,0,0,0,0,5,0,0,0,0,0,27,0,1,3,3.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,8,15,23,2,46,2,0,0,1,50,28,146,68,2,1,1,1,0,26,10,0,3,3,0,5,4,0,0,0,5,1,1,50
"2022-2023","Arouca","Primeira Liga","Pedro Manuel da Silva Moreira","POR","MF","33",NA,0,75,0.8,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0.8,1,1,0,1,0,1,2,50,1,0,0,0,1,2,1,0,52,56,92.9,797,165,31,35,88.6,16,16,100,5,5,100,0,0,0,0,4,0,0,3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,56,53,3,1,0,0,0,2,0,0,0,0,52,0,0,2,2.47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,7,43,14,0,64,2,2,100,0,0,30,128,36,2,1,0,3,1,45,3,0,1,1,0,0,1,0,0,0,6,1,4,20
"2022-2023","Arouca","Primeira Liga","José Manuel Velázquez","VEN","DF,MF","31",NA,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,1,0,0,5,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100
"2022-2023","Vitória Guimarães","Primeira Liga","Mikel Villanueva","VEN","DF","29",29,29,2536,28.2,1,1,2,1,0,0,1,0,1.1,1.1,1.1,2.2,7,65,2,0.04,0.04,0.07,0.04,0.07,0.04,0.04,0.08,0.04,0.08,28.2,26,15,20,5,1,15,22,68.2,7,23,12,11,44,70,97,2,1120,1348,83.1,22994,9972,388,425,91.3,533,602,88.5,190,292,65.1,1.1,0.9,-0.1,6,78,3,1,65,1,9,2,22.2,0.32,0.07,0.11,0.5,9.2,0,0,0,0.12,-0.1,-0.1,1348,1285,58,52,3,15,4,2,0,0,0,0,1120,5,7,24,0.85,21,1,0,1,0,1,4,0.14,3,0,0,1,0,0,1589,156,813,743,41,15,1589,15,14,93.3,1,6.7,919,4180,2408,7,9,1,14,6,1053,2,0,23,9,1,4,15,0,0,0,113,52,54,49.1
"2022-2023","Vitória Guimarães","Primeira Liga","André Amaro","POR","DF","19",27,27,2361,26.2,1,1,2,1,0,0,11,1,1.9,1.9,0.2,2.1,22,77,2,0.04,0.04,0.08,0.04,0.08,0.07,0.01,0.08,0.07,0.08,26.2,47,30,36,10,1,30,46,65.2,16,32,13,19,48,95,103,0,1001,1158,86.4,20004,7212,317,356,89,545,593,91.9,134,185,72.4,0.2,0.3,0.8,5,61,2,1,77,1,13,4,30.8,0.5,0.15,0.08,0.25,11.8,0,0,0,0.15,-0.9,-0.9,1158,1097,60,57,0,9,4,2,0,0,0,0,1001,1,13,18,0.69,17,0,0,1,0,0,2,0.08,2,0,0,0,0,0,1433,163,734,656,54,20,1433,13,5,38.5,6,46.2,793,4211,2477,22,14,0,8,7,879,2,1,26,30,1,4,30,0,2,0,142,54,40,57.4
"2022-2023","Vitória Guimarães","Primeira Liga","Ibrahima Bamba","CIV","DF,MF","20",28,27,2324,25.8,0,0,0,0,0,0,14,1,0.8,0.8,0.2,1,5,48,4,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,25.8,63,38,41,21,1,36,46,78.3,10,45,23,22,36,99,126,0,809,975,83,16214,5511,246,279,88.2,451,491,91.9,99,163,60.7,0.2,0.2,-0.2,4,51,1,1,48,0,15,0,0,0.58,0,0,NA,21.4,0,0,0,0.06,-0.8,-0.8,975,931,35,34,0,7,5,1,0,0,0,0,809,9,11,17,0.66,13,0,0,0,2,2,2,0.08,2,0,0,0,0,0,1337,190,707,586,55,11,1337,17,6,35.3,6,35.3,677,3284,1436,5,7,0,21,7,687,4,1,38,43,0,5,38,0,1,0,174,28,34,45.2
"2022-2023","Vitória Guimarães","Primeira Liga","Tiago Silva","POR","MF","29",28,26,2097,23.3,5,1,6,1,4,4,13,2,4.2,1.1,2.8,3.9,21,160,30,0.21,0.04,0.26,0.04,0.09,0.18,0.12,0.3,0.05,0.17,23.3,47,30,21,18,8,23,47,48.9,24,20,5,15,27,74,12,0,1090,1367,79.7,20627,6242,439,494,88.9,439,519,84.6,164,275,59.6,2.8,3.2,-1.8,36,125,15,0,160,5,25,5,20,1.07,0.21,0.04,0.2,30.6,9,4,4,0.04,0.8,-0.1,1367,1174,191,85,6,21,118,4,91,32,47,1,1090,2,19,69,2.96,35,27,0,4,2,1,5,0.21,2,1,0,1,1,0,1582,24,271,931,402,14,1578,54,26,48.1,20,37,851,4007,1592,21,22,3,25,14,1018,30,1,52,40,1,118,30,1,0,0,153,8,11,42.1
"2022-2023","Vitória Guimarães","Primeira Liga","Afonso freitas","POR","DF,MF","22",26,25,1930,21.4,1,2,3,1,0,0,7,1,0.5,0.5,0.9,1.4,36,58,81,0.05,0.09,0.14,0.05,0.14,0.03,0.04,0.07,0.03,0.07,21.4,28,19,15,11,2,17,28,60.7,11,16,8,8,18,46,49,0,603,841,71.7,9681,4401,314,375,83.7,236,328,72,41,93,44.1,0.9,1.6,1.1,17,47,11,7,58,1,9,4,44.4,0.42,0.19,0.11,0.25,16.5,0,0,0,0.06,0.5,0.5,841,661,179,13,4,4,41,166,0,0,0,0,603,1,22,35,1.63,30,2,0,1,2,0,4,0.19,4,0,0,0,0,0,1012,63,270,480,272,20,1012,13,6,46.2,7,53.8,462,2304,1312,36,25,1,23,5,556,81,1,30,24,2,41,19,0,0,0,74,30,28,51.7
"2022-2023","Vitória Guimarães","Primeira Liga","Jota Silva","POR","FW,MF","22",30,22,1599,17.8,2,2,4,2,0,0,8,0,4.3,4.3,2.3,6.5,55,31,133,0.11,0.11,0.23,0.11,0.23,0.24,0.13,0.37,0.24,0.37,17.8,40,23,14,17,9,16,42,38.1,26,29,2,27,9,49,13,0,280,488,57.4,4307,1187,147,195,75.4,98,161,60.9,22,61,36.1,2.3,1.5,-0.3,25,15,14,5,31,2,42,11,26.2,2.36,0.62,0.05,0.18,16.8,0,0,0,0.1,-2.3,-2.3,488,448,37,0,5,2,53,35,0,0,0,0,280,3,33,45,2.54,28,3,5,2,5,2,5,0.28,2,1,1,0,1,0,802,17,123,307,392,68,802,82,18,22,52,63.4,459,3216,1476,55,45,20,57,22,513,133,0,33,52,14,53,23,1,0,0,92,34,47,42
"2022-2023","Vitória Guimarães","Primeira Liga","André Silva","BRA","FW,MF","25",23,21,1749,19.4,6,1,7,6,0,0,4,0,4.8,4.8,2.9,7.7,38,43,99,0.31,0.05,0.36,0.31,0.36,0.25,0.15,0.4,0.25,0.4,19.4,14,9,4,8,2,3,11,27.3,8,16,2,14,13,27,20,0,359,535,67.1,5209,1155,208,264,78.8,103,138,74.6,26,49,53.1,2.9,1.7,-1.9,21,32,5,3,43,6,51,18,35.3,2.62,0.93,0.12,0.33,18.1,0,0,0,0.1,1.2,1.2,535,522,11,2,8,4,15,1,0,0,0,0,359,2,29,41,2.11,27,0,1,7,6,0,1,0.05,1,0,0,0,0,0,785,21,67,383,340,73,785,49,22,44.9,26,53.1,471,2184,891,38,19,14,61,23,607,99,0,36,33,5,15,9,0,0,0,57,29,57,33.7
"2022-2023","Vitória Guimarães","Primeira Liga","Miguel Magalhães","POR","DF,MF","19",21,20,1755,19.5,0,2,2,0,0,0,3,0,0.6,0.6,1.6,2.3,34,74,142,0,0.1,0.1,0,0.1,0.03,0.08,0.1,0.03,0.1,19.5,65,31,45,11,9,45,72,62.5,27,36,8,28,35,100,52,0,801,1069,74.9,12565,5900,440,501,87.8,294,410,71.7,50,98,51,1.6,2.1,0.4,21,52,37,19,74,0,4,0,0,0.21,0,0,NA,14.1,0,0,0,0.16,-0.6,-0.6,1069,827,237,13,2,1,72,223,1,0,1,0,801,5,30,47,2.16,37,6,0,1,1,2,5,0.23,3,0,0,0,1,1,1317,62,393,538,393,26,1317,12,2,16.7,9,75,563,2535,1211,34,16,4,18,11,655,142,0,26,15,0,72,31,0,0,0,131,22,20,52.4
"2022-2023","Vitória Guimarães","Primeira Liga","Daniel Bandeira","POR","MF","22",30,17,1643,18.3,1,0,1,1,0,0,3,0,0.9,0.9,0.9,1.8,22,105,24,0.05,0,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.1,18.3,44,27,21,17,6,20,39,51.3,19,18,4,14,24,68,25,0,796,936,85,13168,3652,364,413,88.1,331,368,89.9,64,93,68.8,0.9,0.8,-0.9,12,85,12,1,105,1,16,2,12.5,0.88,0.11,0.06,0.5,20.5,0,0,0,0.06,0.1,0.1,936,897,36,22,3,6,15,1,10,1,3,0,796,3,12,49,2.69,39,3,0,4,2,1,2,0.11,1,1,0,0,0,0,1124,45,276,676,188,11,1124,32,18,56.3,12,37.5,566,3119,1545,22,21,2,19,15,673,24,0,25,20,0,15,27,0,0,1,150,32,19,62.7
"2022-2023","Vitória Guimarães","Primeira Liga","André André","POR","MF","32",20,16,1353,15,1,0,1,1,0,0,6,0,0.8,0.8,1.5,2.3,24,97,32,0.07,0,0.07,0.07,0.07,0.05,0.1,0.15,0.05,0.15,15,28,16,12,15,1,10,29,34.5,19,13,4,9,10,38,12,0,635,733,86.6,10579,3001,311,341,91.2,253,282,89.7,56,78,71.8,1.5,1.7,-1.5,15,73,14,4,97,1,7,2,28.6,0.47,0.13,0.14,0.5,14.8,0,0,0,0.12,0.2,0.2,733,679,52,39,2,7,14,3,1,0,1,0,635,2,8,43,2.86,35,1,0,1,4,2,4,0.27,2,0,0,0,1,1,877,22,162,561,163,18,877,26,15,57.7,8,30.8,483,2352,1150,24,12,4,32,16,591,32,0,32,51,0,14,16,0,0,0,107,9,18,33.3
"2022-2023","Vitória Guimarães","Primeira Liga","Michael Johnston","IRL","FW,MF","23",25,15,1364,15.2,1,4,5,1,0,0,2,0,1.7,1.7,2.2,3.8,55,50,91,0.07,0.26,0.33,0.07,0.33,0.11,0.14,0.25,0.11,0.25,15.2,11,8,2,4,5,3,19,15.8,16,11,2,9,5,16,5,0,310,461,67.2,4774,1339,172,210,81.9,95,138,68.8,25,67,37.3,2.2,2.5,1.8,23,34,17,2,50,1,29,9,31,1.91,0.59,0.03,0.11,22.1,0,0,0,0.06,-0.7,-0.7,461,412,45,10,5,6,54,4,30,19,6,0,310,4,14,55,3.63,35,7,9,2,2,0,6,0.4,4,1,1,0,0,0,620,7,52,269,311,36,620,74,38,51.4,32,43.2,405,3149,1649,55,37,22,31,23,460,91,0,16,25,5,54,8,0,0,0,53,6,16,27.3
"2022-2023","Vitória Guimarães","Primeira Liga","Anderson","BRA","FW","24",30,14,1350,15,4,0,4,4,0,0,4,1,5.1,5.1,0.4,5.5,23,15,78,0.27,0,0.27,0.27,0.27,0.34,0.03,0.36,0.34,0.36,15,5,2,1,2,2,1,2,50,1,10,1,9,2,7,16,0,112,185,60.5,1410,304,78,113,69,20,34,58.8,6,6,100,0.4,0.2,-0.4,6,11,2,0,15,4,56,20,35.7,3.73,1.33,0.07,0.2,16.8,1,0,0,0.09,-1.1,-1.1,185,163,20,0,0,0,6,1,0,0,0,0,112,2,8,27,1.79,10,0,5,8,3,1,2,0.13,0,0,0,1,1,0,412,19,32,174,210,71,412,45,15,33.3,28,62.2,251,1256,550,23,18,13,62,27,312,78,1,36,24,17,6,2,1,0,0,22,25,65,27.8
"2022-2023","Vitória Guimarães","Primeira Liga","Rúben Lameiras","POR","FW,MF","27",19,12,1131,12.6,1,2,3,0,1,1,4,0,2.2,1.4,1.8,3.2,49,50,111,0.08,0.16,0.24,0,0.16,0.18,0.14,0.32,0.11,0.25,12.6,15,9,6,5,4,7,17,41.2,10,5,0,5,3,18,4,0,282,401,70.3,4609,1505,146,177,82.5,93,124,75,28,52,53.8,1.8,2.2,0.2,22,30,24,6,50,1,32,9,28.1,2.55,0.72,0,0,21.9,0,1,1,0.04,-1.2,-1.4,401,354,41,21,7,8,46,6,14,4,2,0,282,6,16,46,3.67,29,4,6,1,5,1,3,0.24,2,1,0,0,0,0,564,4,54,192,329,43,563,41,15,36.6,19,46.3,360,2278,1018,49,28,18,34,19,405,111,0,10,23,1,46,9,0,0,0,52,1,11,8.3
"2022-2023","Vitória Guimarães","Primeira Liga","Mamadou Tounkara","FRA","DF","20",14,11,1048,11.6,0,0,0,0,0,0,3,0,0.2,0.2,0,0.2,7,22,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,11.6,11,8,7,3,1,8,10,80,2,11,4,7,5,16,50,0,363,445,81.6,6755,2275,132,147,89.8,195,216,90.3,33,64,51.6,0,0.1,0,0,20,0,0,22,0,2,1,50,0.17,0.09,0,0,9.5,0,0,0,0.11,-0.2,-0.2,445,417,27,24,0,4,3,3,0,0,0,0,363,1,7,5,0.43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,544,63,285,247,15,5,544,4,3,75,0,0,290,1410,631,7,5,0,5,3,338,2,0,12,4,0,3,8,0,0,0,38,26,26,50
"2022-2023","Vitória Guimarães","Primeira Liga","Nelson","ANG","FW,MF","24",29,10,1158,12.9,3,0,3,3,0,0,4,0,1.7,1.7,0.3,2,40,33,108,0.23,0,0.23,0.23,0.23,0.13,0.02,0.15,0.13,0.15,12.9,29,20,11,12,6,6,12,50,6,12,0,12,15,44,17,0,295,376,78.5,4121,1050,172,198,86.9,94,117,80.3,13,30,43.3,0.3,0.4,-0.3,5,17,6,2,33,3,25,10,40,1.94,0.78,0.12,0.3,19.7,0,0,0,0.07,1.3,1.3,376,353,23,1,0,1,26,21,0,0,0,0,295,0,6,33,2.56,18,0,6,4,2,3,1,0.08,1,0,0,0,0,0,594,10,102,247,260,35,594,98,44,44.9,43,43.9,364,2549,1189,40,27,11,37,24,390,108,0,25,18,1,26,20,0,0,0,63,11,22,33.3
"2022-2023","Vitória Guimarães","Primeira Liga","Helder Sá","POR","DF,MF","19",10,9,800,8.9,0,0,0,0,0,0,2,0,0.1,0.1,1.4,1.6,22,32,56,0,0,0,0,0,0.02,0.16,0.18,0.02,0.18,8.9,21,12,14,5,2,11,20,55,9,15,3,12,5,26,21,0,358,484,74,5409,2091,207,242,85.5,117,153,76.5,25,56,44.6,1.4,1,-1.4,9,33,10,8,32,0,4,1,25,0.45,0.11,0,0,22.3,0,0,0,0.04,-0.1,-0.1,484,378,104,4,0,0,49,100,0,0,0,0,358,2,13,22,2.48,18,3,1,0,0,0,1,0.11,1,0,0,0,0,0,582,27,154,255,177,10,582,24,13,54.2,9,37.5,252,1640,802,22,9,1,10,6,313,56,0,18,4,1,49,12,0,0,0,48,5,3,62.5
"2022-2023","Vitória Guimarães","Primeira Liga","Zé Carlos","POR","MF,DF","20",15,8,856,9.5,0,2,2,0,0,0,3,0,0.1,0.1,0.5,0.6,13,31,39,0,0.21,0.21,0,0.21,0.01,0.05,0.06,0.01,0.06,9.5,27,12,19,5,3,15,29,51.7,14,17,1,16,20,47,15,0,323,443,72.9,5354,2157,151,183,82.5,134,179,74.9,25,48,52.1,0.5,0.7,1.5,11,21,5,3,31,0,3,1,33.3,0.32,0.11,0,0,28.5,0,0,0,0.03,-0.1,-0.1,443,349,94,14,1,0,21,79,1,0,0,0,323,0,11,23,2.41,14,3,1,1,4,0,2,0.21,2,0,0,0,0,0,563,22,173,260,138,5,563,21,11,52.4,7,33.3,250,1040,500,13,9,1,18,6,290,39,0,9,30,1,21,12,0,0,0,65,4,11,26.7
"2022-2023","Vitória Guimarães","Primeira Liga","Safira","BRA","FW","27",22,8,815,9.1,5,1,6,5,0,0,9,0,2.6,2.6,0.5,3.1,6,9,34,0.55,0.11,0.66,0.55,0.66,0.29,0.05,0.34,0.29,0.34,9.1,8,5,1,5,2,1,8,12.5,7,7,2,5,1,9,8,0,134,216,62,1504,268,99,137,72.3,24,51,47.1,3,4,75,0.5,0.6,0.5,6,10,0,0,9,5,24,10,41.7,2.65,1.1,0.21,0.5,15.4,1,0,0,0.11,2.4,2.4,216,205,10,1,1,0,4,0,0,0,0,0,134,1,2,20,2.22,8,0,1,5,5,1,3,0.33,1,0,0,0,2,0,306,9,29,140,140,38,306,12,5,41.7,6,50,145,556,218,6,5,2,17,8,242,34,0,33,34,6,4,5,2,0,0,19,56,37,60.2
"2022-2023","Vitória Guimarães","Primeira Liga","Tomás Händel","POR","MF","21",9,6,433,4.8,1,1,2,1,0,0,0,1,0.6,0.6,0.1,0.7,7,20,3,0.21,0.21,0.42,0.21,0.42,0.12,0.02,0.15,0.12,0.15,4.8,12,9,9,3,0,7,15,46.7,8,3,0,3,6,18,3,0,227,248,91.5,3524,928,114,119,95.8,86,96,89.6,16,18,88.9,0.1,0.1,0.9,3,21,0,0,20,1,5,1,20,1.04,0.21,0.2,1,17.3,0,0,0,0.12,0.4,0.4,248,245,3,2,0,4,2,1,0,0,0,0,227,0,2,13,2.7,10,0,0,1,1,1,1,0.21,1,0,0,0,0,0,285,4,60,201,27,4,285,6,3,50,1,16.7,175,915,471,7,1,1,1,5,196,3,0,7,9,0,2,9,0,0,0,43,1,3,25
"2022-2023","Vitória Guimarães","Primeira Liga","Nicolas Janvier","FRA","MF","23",19,4,631,7,1,0,1,1,0,0,3,0,0.6,0.6,0.8,1.4,13,60,21,0.14,0,0.14,0.14,0.14,0.08,0.12,0.2,0.08,0.2,7,16,11,8,8,0,6,13,46.2,7,9,1,8,6,22,2,0,320,411,77.9,6418,1940,133,150,88.7,118,142,83.1,61,98,62.2,0.8,1.3,-0.8,10,50,10,6,60,1,16,2,12.5,2.28,0.29,0.06,0.5,26.6,2,0,0,0.04,0.4,0.4,411,367,42,12,5,13,45,5,20,8,9,0,320,2,8,19,2.71,13,6,0,0,0,0,1,0.14,1,0,0,0,0,0,481,3,58,289,138,5,481,10,4,40,6,60,249,1057,560,13,13,0,5,3,319,21,0,10,1,0,45,11,0,0,0,49,7,7,50
"2022-2023","Vitória Guimarães","Primeira Liga","Domingos André Ribeiro Almeida","POR","MF","22",3,3,237,2.6,0,2,2,0,0,0,1,0,0.3,0.3,0.8,1.1,6,13,2,0,0.76,0.76,0,0.76,0.11,0.31,0.42,0.11,0.42,2.6,4,2,3,0,1,2,3,66.7,1,6,0,6,4,8,4,0,93,108,86.1,1460,448,49,52,94.2,33,39,84.6,6,8,75,0.8,0.7,1.2,3,12,1,0,13,0,4,2,50,1.52,0.76,0,0,21.6,0,0,0,0.07,-0.3,-0.3,108,100,8,3,0,2,1,2,0,0,0,0,93,0,3,9,3.42,7,0,0,1,1,0,2,0.76,2,0,0,0,0,0,152,5,36,82,36,5,152,9,4,44.4,5,55.6,85,398,183,6,4,0,6,10,91,2,0,5,7,0,1,2,0,0,0,20,2,1,66.7
"2022-2023","Vitória Guimarães","Primeira Liga","Jorge Filipe Oliveira Fernandes","POR","DF","25",5,3,211,2.3,0,0,0,0,0,0,2,0,0,0,0.3,0.3,2,11,0,0,0,0,0,0,0,0.14,0.14,0,0.14,2.3,2,1,2,0,0,0,0,NA,0,2,1,1,1,3,13,0,64,86,74.4,1199,553,28,34,82.4,29,33,87.9,7,17,41.2,0.3,0,-0.3,1,10,1,0,11,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,86,83,3,3,0,1,0,0,0,0,0,0,64,0,2,3,1.28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,108,13,55,53,0,0,108,0,0,NA,0,NA,65,382,241,2,0,0,1,0,63,0,0,2,1,0,0,1,0,0,0,12,3,5,37.5
